mapid	code_link	sm_link	web_link
loreabad6_2021_05	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day05_osm.R	https://twitter.com/loreabad6/status/1456709747290292231	_
loreabad6_2021_06	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day06_red.R	https://twitter.com/loreabad6/status/1456955289148829697	_
loreabad6_2021_07	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day07_green.R	https://twitter.com/loreabad6/status/1457447126229782536	_
loreabad6_2021_08	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day08_blue.R	https://twitter.com/loreabad6/status/1457744497044033539	_
loreabad6_2021_09	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day09_monochrome.R	https://twitter.com/loreabad6/status/1458120691430068225	_
loreabad6_2021_10	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day10_raster.R	https://twitter.com/loreabad6/status/1458747576455475210	_
loreabad6_2021_11	https://github.com/loreabad6/30DayMapChallenge/blob/main/scripts/day11_3d.R	https://twitter.com/loreabad6/status/1458842262683721732	_
lxndrkp_2020_01	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day1.R	https://twitter.com/lxndrkp/status/1322836184821833728	https://alexandrakapp.github.io/30daymapchallenge/html/day1.html
lxndrkp_2020_02	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day2.R	https://twitter.com/lxndrkp/status/1323166665195048965	https://alexandrakapp.github.io/30daymapchallenge/html/day2.html
lxndrkp_2020_03	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day3.R	https://twitter.com/lxndrkp/status/1323542606685548546	https://alexandrakapp.github.io/30daymapchallenge/html/day3.html
lxndrkp_2020_04	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day4.R	https://twitter.com/lxndrkp/status/1323892285956870145	https://alexandrakapp.github.io/30daymapchallenge/html/day4.html
lxndrkp_2020_06	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day6.R	https://twitter.com/lxndrkp/status/1324623758217367556	https://alexandrakapp.github.io/30daymapchallenge/html/day6.html
lxndrkp_2020_08	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day8.R	https://twitter.com/lxndrkp/status/1325411372629430278	https://alexandrakapp.github.io/30daymapchallenge/html/day8.html
lxndrkp_2020_09	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day9.R	https://twitter.com/lxndrkp/status/1325727846145413122	https://alexandrakapp.github.io/30daymapchallenge/html/day9.html
lxndrkp_2020_10	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day10.R	https://twitter.com/lxndrkp/status/1326103266506182656	https://lxndrkp.shinyapps.io/day10/
lxndrkp_2020_11	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day11.R	https://twitter.com/lxndrkp/status/1326433934507450368	https://alexandrakapp.github.io/30daymapchallenge/html/day11.html
lxndrkp_2020_13	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day13.R	https://twitter.com/lxndrkp/status/1327171642217402368	https://alexandrakapp.github.io/30daymapchallenge/html/day13.html
lxndrkp_2020_14	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day14.R	https://twitter.com/lxndrkp/status/1327555172701245440	https://alexandrakapp.github.io/30daymapchallenge/html/day14.html
lxndrkp_2020_20	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day20.R	https://twitter.com/lxndrkp/status/1329706477536342016	https://lxndrkp.shinyapps.io/day20/
lxndrkp_2020_22	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day22.R	https://twitter.com/lxndrkp/status/1330538849290883072	https://alexandrakapp.github.io/30daymapchallenge/html/day22.html
lxndrkp_2020_30	https://github.com/AlexandraKapp/30daymapchallenge/blob/main/R/day30.R	https://twitter.com/lxndrkp/status/1333494775522193410	https://alexandrakapp.github.io/30daymapchallenge/html/day30.html
mattdray_2021_01	https://www.rostrum.blog/2021/11/04/kanto-locator/	https://twitter.com/mattdray/status/1456400788339712003	_
MikeMahoney218_2021_09	https://gist.github.com/mikemahoney218/10322625b42bd763c30e070a56b8dada	https://twitter.com/MikeMahoney218/status/1458074395482550275	_
MikeMahoney218_2021_10	https://gist.github.com/mikemahoney218/4ae73863861df93722db1229d4c9f17e	https://twitter.com/MikeMahoney218/status/1458435776874627079	_
MikeMahoney218_2021_11	https://gist.github.com/mikemahoney218/8b8ad552c8daed04701fc519d7405bdd	https://twitter.com/MikeMahoney218/status/1458805714294476803	_
NearAndDistant_2021_01	https://github.com/NearAndDistant/data_science_with_r/blob/main/30DayMapChallenge/2021/30DMC_2021.Rmd	https://twitter.com/NearandDistant/status/1456326485673918474	_
NearAndDistant_2021_04	https://github.com/NearAndDistant/data_science_with_r/blob/main/30DayMapChallenge/2021/30DMC_2021.Rmd	https://twitter.com/NearandDistant/status/1456747286562807808	_
NearAndDistant_2021_05	https://github.com/NearAndDistant/data_science_with_r/blob/main/30DayMapChallenge/2021/30DMC_2021.Rmd	https://twitter.com/NearandDistant/status/1456919449550917636	_
NearAndDistant_2021_06	https://github.com/NearAndDistant/data_science_with_r/blob/main/30DayMapChallenge/2021/30DMC_2021.Rmd	https://twitter.com/NearandDistant/status/1457050236451426307	_
NearAndDistant_2021_07	https://github.com/NearAndDistant/data_science_with_r/blob/main/30DayMapChallenge/2021/30DMC_2021.Rmd	https://twitter.com/NearandDistant/status/1457310166890782722	_
neilcfd1_2021_11	https://gist.github.com/norwegianblueparrot/b9d5d48f2d591d78a14320bf17459cc5	https://twitter.com/neilcfd1/status/1458713610117545987	https://twitter.com/neilcfd1/status/1458713610117545987
npalomin_2021_06	https://npalomin.github.io/mini-vignette/cycling-patterns-maps.html	https://twitter.com/npalomin/status/1458580228394020865	_
npalomin_2021_07	https://npalomin.github.io/mini-vignette/cycling-patterns-maps.html	https://twitter.com/npalomin/status/1458185126123393025	_
NRatnaweera_2021_02	https://nils.ratnaweera.net/posts/2021-11-05-warping-switzerland-back-into-shape/	https://twitter.com/NRatnaweera/status/1456409250222194688	_
nrennie35_2021_01	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_01_Points.R	https://twitter.com/nrennie35/status/1455218989127413771	_
nrennie35_2021_02	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_02_Lines.R	https://twitter.com/nrennie35/status/1455654662523215881	_
nrennie35_2021_03	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_03_Polygons.R	https://twitter.com/nrennie35/status/1456321951836815365	_
nrennie35_2021_04	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_04_Hexagons.R	https://twitter.com/nrennie35/status/1456322709726666758	_
nrennie35_2021_05	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_05_OpenStreetMap.R	https://twitter.com/nrennie35/status/1456674669118083083	_
nrennie35_2021_06	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_06_Red.R	https://twitter.com/nrennie35/status/1457425017822666757	_
nrennie35_2021_07	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_07_Green.R	https://twitter.com/nrennie35/status/1457425605377544203	_
nrennie35_2021_08	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_08_Blue.R	https://twitter.com/nrennie35/status/1458084886322032651	_
nrennie35_2021_09	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_09_Monochrome.R	https://twitter.com/nrennie35/status/1458085464901029888	_
nrennie35_2021_10	https://github.com/nrennie/30DayMapChallenge/blob/main/2021/scripts/Day_10_Raster.R	https://twitter.com/nrennie35/status/1458086287001407504	_
richard_vogg_2021_01	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day01_points/day01_points.R	https://twitter.com/richard_vogg/status/1455202996409745413	_
richard_vogg_2021_02	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day02_lines/day02_lines.R	https://twitter.com/richard_vogg/status/1455631327705841669	_
richard_vogg_2021_03	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day03_polygons/day03_polygons.R	https://twitter.com/richard_vogg/status/1455925012431577090	_
richard_vogg_2021_04	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day04_hexagons/day04_hexagons.R	https://twitter.com/richard_vogg/status/1456275692786651145	_
richard_vogg_2021_05	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day05_osm/day05_osm.R	https://twitter.com/richard_vogg/status/1456608372103520260	_
richard_vogg_2021_06	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day06_red/day06_red.R	https://twitter.com/richard_vogg/status/1457317274155683840	_
richard_vogg_2021_07	https://github.com/richardvogg/30DayMapChallenge21/tree/master/day07_green	https://twitter.com/richard_vogg/status/1457368569789009922	_
richard_vogg_2021_08	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day08_blue/day08_blue.R	https://twitter.com/richard_vogg/status/1457649864293167105	https://github.com/richardvogg/30DayMapChallenge21/blob/master/day08_blue/fish_exports.gif
schochastics_2021_01	https://github.com/schochastics/30DayMapChallenge/blob/main/01_points/01_points.R	https://twitter.com/schochastics/status/1455097285361106945	_
schochastics_2021_02	https://github.com/schochastics/30DayMapChallenge/blob/main/02_lines/02_lines.R	https://twitter.com/schochastics/status/1455508236598132737	_
schochastics_2021_03	https://github.com/schochastics/30DayMapChallenge/blob/main/03_polygons/03_polygons.R	https://twitter.com/schochastics/status/1455871882461319168	_
schochastics_2021_04	https://github.com/schochastics/30DayMapChallenge/blob/main/04_hexagons/04_hexagons.R	https://twitter.com/schochastics/status/1456232257140658180	_
schochastics_2021_05	https://github.com/schochastics/30DayMapChallenge/blob/main/05_osm/05_osm.R	https://twitter.com/schochastics/status/1456581362278879236	_
schochastics_2021_06	https://github.com/schochastics/30DayMapChallenge/blob/main/06_red/06_red.R	https://twitter.com/schochastics/status/1456948979694858240	_
schochastics_2021_07	https://github.com/schochastics/30DayMapChallenge/blob/main/07_green/07_green.R	https://twitter.com/schochastics/status/1457302559899619328	_
schochastics_2021_08	https://github.com/schochastics/30DayMapChallenge/blob/main/08_blue/08_blue.R	https://twitter.com/schochastics/status/1457674510618939393	_
schochastics_2021_09	https://github.com/schochastics/30DayMapChallenge/blob/main/09_monochrome/09_monochrome.R	https://twitter.com/schochastics/status/1458023560539148291	_
schochastics_2021_10	https://github.com/schochastics/30DayMapChallenge/blob/main/10_raster/10_raster.R	https://twitter.com/schochastics/status/1458375630358155266	_
schochastics_2021_11	https://github.com/schochastics/30DayMapChallenge/blob/main/11_3D/11_3D.R	https://twitter.com/schochastics/status/1458738018274004996	_
schochastics_2021_12	https://github.com/schochastics/30DayMapChallenge/blob/main/12_population/12_population.R	https://twitter.com/schochastics/status/1459096883020713986	_
schochastics_2021_13	https://github.com/schochastics/30DayMapChallenge/blob/main/13_naturalearth/13_naturalearth.R	https://twitter.com/schochastics/status/1459487283841835009	_
schochastics_2021_16	https://github.com/schochastics/30DayMapChallenge/blob/main/16_urban_rural/16_urban_rural.R	https://twitter.com/schochastics/status/1460572355256672257	_
schochastics_2021_17	https://github.com/schochastics/30DayMapChallenge/blob/main/17_land/17_land.R	https://twitter.com/schochastics/status/1460945564393213957	_
ShandiyaB_2021_01	https://github.com/shandiya/30DayMapChallenge/blob/main/submissions/01_points/01_points.R	https://twitter.com/ShandiyaB/status/1455134287024386053	_
ShandiyaB_2021_02	https://github.com/shandiya/30DayMapChallenge/blob/main/submissions/02_lines/02_lines.R	https://twitter.com/ShandiyaB/status/1455370122453979136	_
ShandiyaB_2021_03	https://github.com/shandiya/30DayMapChallenge/blob/main/submissions/03_polygons/03_polygons.R	https://twitter.com/ShandiyaB/status/1455722047280013312	_
ShandiyaB_2021_04	https://github.com/shandiya/30DayMapChallenge/blob/main/submissions/04_hexagons/04_hexagons.R	https://twitter.com/ShandiyaB/status/1456076001218236416	_
ShandiyaB_2021_05	https://github.com/shandiya/30DayMapChallenge/blob/main/submissions/05_osm/05_osm.R	https://twitter.com/ShandiyaB/status/1456468937651015684	_
ShandiyaB_2021_06	https://github.com/shandiya/30DayMapChallenge/blob/main/submissions/06-08_red-green-blue/06-08_red-green-blue.R	https://twitter.com/ShandiyaB/status/1457974127285837825	_
tanya_shapiro_2021_01	https://github.com/tashapiro/30DayMapChallenge/blob/main/manhattan-adventures/manhattan_adventures_map.R	https://twitter.com/tanya_shapiro/status/1456014224115785731	_
tanya_shapiro_2021_03	https://github.com/tashapiro/30DayMapChallenge/blob/main/va-governor-election/va-governor-election.R	https://twitter.com/tanya_shapiro/status/1455583641703157763	_
tanya_shapiro_2021_04	https://github.com/tashapiro/30DayMapChallenge/blob/main/candy-hex-map/candy-hex-map.R	https://twitter.com/tanya_shapiro/status/1456322488623898626	_
tanya_shapiro_2021_05	https://github.com/tashapiro/30DayMapChallenge/blob/main/basel-openstreetmap/basel_map.R	https://twitter.com/tanya_shapiro/status/1456646821443477510	_
tanya_shapiro_2021_06	https://github.com/tashapiro/30DayMapChallenge/blob/main/red-beef-map/red-beef-map.R	https://twitter.com/tanya_shapiro/status/1457064473974427660	_
tanya_shapiro_2021_08	https://github.com/tashapiro/30DayMapChallenge/blob/main/flag-rgb-map/flag-map.R	https://twitter.com/tanya_shapiro/status/1457828843927085061	_
tanya_shapiro_2021_10	https://github.com/tashapiro/30DayMapChallenge/blob/main/raster-nepal-map/raster-map.R	https://twitter.com/tanya_shapiro/status/1458580662403878915	_
tanya_shapiro_2021_11	https://github.com/tashapiro/30DayMapChallenge/blob/main/3D-washington-map/3D-washington-map.R	https://twitter.com/tanya_shapiro/status/1458929642652459008	_
ThomIvar_2021_05	https://github.com/TIvanDijk/pRojects/blob/main/30DaysMaps/groningen.R	https://twitter.com/ThomIvar/status/1456694261462806534	_
UrbanDemog_2021_01	https://twitter.com/UrbanDemog/status/1455349418182467584	https://twitter.com/UrbanDemog/status/1455349418182467584	_
UrbanDemog_2021_03	https://twitter.com/UrbanDemog/status/1455890583923437572	https://twitter.com/UrbanDemog/status/1455890583923437572	_
UrbanDemog_2021_04	https://www.urbandemographics.org/post/mapping-accessibility-data-access-to-opportunities-project-r/	https://twitter.com/UrbanDemog/status/1456266392907370506	_
UrbanDemog_2021_05	https://www.urbandemographics.org/post/mapping-walking-time-osm-r5r/	https://twitter.com/UrbanDemog/status/1456686030589923330	_
UrbanDemog_2021_20	https://www.urbandemographics.org/post/animating-transport-networks-3d-maps/	https://twitter.com/UrbanDemog/status/1458869531103879174	_
VictimOfMaths_2020_01	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day1_Points.R	https://twitter.com/VictimOfMaths/status/1322853100173037572	_
VictimOfMaths_2020_02	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day2_Lines.R	https://twitter.com/VictimOfMaths/status/1323352364133294085	_
VictimOfMaths_2020_03	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day3_Polygons.R	https://twitter.com/VictimOfMaths/status/1323627698141515776	_
VictimOfMaths_2020_04	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day4_Hexagons.R	https://twitter.com/VictimOfMaths/status/1323926417327988736	_
VictimOfMaths_2020_05	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day5_Blue.R	https://twitter.com/VictimOfMaths/status/1324448795992707072	_
VictimOfMaths_2020_06	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day6_Red.R	https://twitter.com/VictimOfMaths/status/1324644553987600384	_
VictimOfMaths_2020_08	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day8_Yellow.R	_	_
VictimOfMaths_2020_09	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day9_Monochrome.R	https://twitter.com/VictimOfMaths/status/1325791926184980483	_
VictimOfMaths_2020_15	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day15_Connections.R	https://twitter.com/VictimOfMaths/status/1327993846622539776	_
VictimOfMaths_2020_18	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day18_LandUse.R	https://twitter.com/VictimOfMaths/status/1329029115756818432	_
VictimOfMaths_2020_19	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day19_NULL.R	https://twitter.com/VictimOfMaths/status/1329431873009963009	_
VictimOfMaths_2020_22	https://github.com/VictimOfMaths/COVID-19/blob/master/Heatmaps/COVIDLACaseData.R	https://twitter.com/VictimOfMaths/status/1330549481247547393	_
VictimOfMaths_2020_23	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day23_Boundaries.R	https://twitter.com/VictimOfMaths/status/1330846434376216584	_
VictimOfMaths_2020_27	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day27_BigOrSmallData.R	https://twitter.com/VictimOfMaths/status/1332274190477635584	_
VictimOfMaths_2020_29	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day29_Globe.R	https://twitter.com/VictimOfMaths/status/1333071816802394112	_
VictimOfMaths_2020_30	https://github.com/VictimOfMaths/30DayMapChallenge/blob/main/Day30_Map.R	https://twitter.com/VictimOfMaths/status/1333397822494961667	_
VictimOfMaths_2021_01	https://github.com/VictimOfMaths/30DayMapChallenge2021/blob/main/Day1_Points.R	https://twitter.com/VictimOfMaths/status/1455150621439504394	_
VictimOfMaths_2021_02	https://github.com/VictimOfMaths/30DayMapChallenge2021/blob/main/Day2_Lines.R	https://twitter.com/VictimOfMaths/status/1455551082051026944	_
VictimOfMaths_2021_03	https://github.com/VictimOfMaths/30DayMapChallenge2021/blob/main/Day3_Polygons.R	https://twitter.com/VictimOfMaths/status/1455826908382474241	_
VictimOfMaths_2021_04	https://github.com/VictimOfMaths/30DayMapChallenge2021/blob/main/Day4_Hexagons.R	https://twitter.com/VictimOfMaths/status/1456283632469954563	_
VictimOfMaths_2021_05	https://github.com/VictimOfMaths/30DayMapChallenge2021/blob/main/Day5_OSM.R	https://twitter.com/VictimOfMaths/status/1456560937129832450	_
VictimOfMaths_2021_06	https://github.com/VictimOfMaths/30DayMapChallenge2021/blob/main/Day6_Red.R	https://twitter.com/VictimOfMaths/status/1457037145642868749	_
